"","logFC","AveExpr","t","P.Value","adj.P.Val","B","xiao","protein","q","qiao","-log10p","regulated_xiao","regulated_qiao","regulated_q"
"IGKV2-28",1.01631975612199,12.0455251463044,2.92463951609202,0.0101724442705333,0.121747032443565,-2.6568770672955,0.00943858706822069,"IGKV2-28",0.0721977025992279,0.422376771302876,1.99257468073898,"+","",""
"YBX1",1.00173243495591,8.45819931677119,1.8781752753555,0.078132769758734,0.311347446402157,-4.42751879189875,0.0777884513844964,"YBX1",0.184633414788091,0.99999999109211,1.1071667799447,"","",""
"CTNNB1",0.986205459164101,13.9218581774849,3.53154813695207,0.00174243696870587,0.0519827028997251,-1.26837994308718,0.00190201548408014,"CTNNB1",0.0308264739512074,0.165071889285016,2.75884292320892,"+","","+"
"KRT1",0.982430106211886,20.3420576632447,3.13824608959388,0.00453009227546475,0.0826381164135736,-2.14679702974728,0.00498068411354831,"KRT1",0.0490055653303351,0.276397865806666,2.34389295155957,"+","","+"
"SERPINB9",0.978435213592997,11.5043760044228,4.7241561163625,9.74244403611407e-05,0.0111609438877723,1.4334520390741,0.000118897148543683,"SERPINB9",0.00661859670304138,0.0227014288952739,4.01133208026215,"+","+","+"
"MPO",0.966092784030778,12.1341379023938,1.42654010907567,0.176407952234911,0.456020034186474,-5.02126458195132,0.187096916552302,"MPO",0.270426294150096,0.99999999109211,0.753481841347637,"","",""
"S100A16",0.951948863664091,13.0801271401433,3.97368807090143,0.00058075978360687,0.0281914579703403,-0.24934371764851,0.000830787930250721,"S100A16",0.0167179310865317,0.108153483283548,3.23600346524587,"+","","+"
"HSPB6",0.945495572260601,17.6559416338169,7.62941758387346,8.28322913777595e-08,0.000237231682505903,7.95532119661982,2.01460148346506e-07,"HSPB6",0.000140681724366588,0.000192327288288131,7.08180032464913,"+","+","+"
"S100A6",0.934334442481656,12.6328542002751,4.89138425387995,5.77044886138601e-05,0.00869819238895239,1.9055817271279,0.000109534803034902,"S100A6",0.00515815042588041,0.0227014288952739,4.2387904034056,"+","+","+"
"KRT10",0.92149255020038,18.9886328312083,3.32373396451259,0.00289631890259701,0.067378007962609,-1.73672363922074,0.00458258307388011,"KRT10",0.0399561063869689,0.269779673006654,2.53815362133776,"+","","+"
"CSTA",0.886151123061858,13.7870046618916,2.7721459887912,0.0107102349888242,0.125049463421722,-2.92787183223402,0.0179516416729729,"CSTA",0.0741560906176458,0.68551335668526,1.97020100038849,"+","",""
"PXDN",0.881739766495548,9.64778923994667,3.77042568409261,0.00159476881421289,0.0513321752208433,-1.00628851449855,0.00341591734513806,"PXDN",0.0304407018880219,0.248663521045521,2.79730226557779,"+","","+"
"RPL3",0.873192880689178,10.986611091395,4.2886173854577,0.000959344499591645,0.0386980654483165,-0.477349974853172,0.00231569681398243,"RPL3",0.0229484970953859,0.195063402213108,3.01802541013352,"+","","+"
"NDUFAF2",0.864812320214876,13.5430783629268,1.86673052473081,0.0756291411868168,0.310317851517254,-4.58852817975967,0.107220191448317,"NDUFAF2",0.184022850540192,0.99999999109211,1.12131083124404,"","",""
"RBP1",0.837198339382821,11.6192216372522,2.76452464191857,0.0125431262868558,0.129331706230047,-2.93353180319531,0.0255851807397539,"RBP1",0.0766955208323123,0.834052111878407,1.90159420513896,"+","",""
"SSR1",0.824522515279298,12.9986541337321,2.73180647397059,0.0117500025428708,0.127264604784627,-3.01121395449144,0.0256272995269901,"SSR1",0.0754697006015971,0.834052111878407,1.92996203940461,"+","",""
"OSBPL11",0.8203938373588,11.6526458151852,2.29288596640345,0.0352857303137586,0.213068929488585,-3.78250716697781,0.0643367710887627,"OSBPL11",0.126352871980542,0.99999999109211,1.45240088948242,"","",""
"UCHL1",0.808024051110621,13.9330601139445,4.93859933574443,5.12525160504529e-05,0.00838106844702771,2.01635901337015,0.000341465387101685,"UCHL1",0.00497009146800161,0.0514714141399592,4.29028480968672,"+","","+"
"UBE2D3",0.804579583702395,12.6600514883449,2.66380954159167,0.0143464009471673,0.135604265058373,-3.14057910230389,0.0328816060216242,"UBE2D3",0.0804152364404406,0.960948159652364,1.84325703585183,"+","",""
"GIGYF2",0.799570243282778,13.0248736785451,2.57109255505202,0.0169126839055984,0.14633814714693,-3.3370380958287,0.0383117035218519,"GIGYF2",0.0867805794899646,0.99999999109211,1.77178746792559,"+","",""
"CASP14",0.779063129989837,14.9246819262172,3.29052984406542,0.00313925133711903,0.0687508013254567,-1.81072957561741,0.0112168134519525,"CASP14",0.040770192159343,0.479476921289434,2.5031739120941,"+","","+"
"CASP3",0.775768272396503,12.6663049356453,4.73643014067787,0.000118606187123827,0.0114973781255989,1.28519536166159,0.00090036175118046,"CASP3",0.00681810693798745,0.112114611103515,3.92589265529173,"+","","+"
"APOL2",0.743397954036588,10.4915866539466,4.66433913273735,0.000180081960845152,0.0134598470785779,0.933063895269433,0.00164559976226506,"APOL2",0.00798187862903937,0.152032184487972,3.74452978911153,"+","","+"
"CSRP3",0.738747075576349,17.2411813291322,4.69950226268723,9.35025131129803e-05,0.0111609438877723,1.45461295663712,0.00105549816814065,"CSRP3",0.00661859670304138,0.120917870142193,4.02917671622446,"+","","+"
"CES2",0.702277821997038,13.0877810310074,3.28968156371614,0.00314570953826031,0.0687508013254567,-1.81261699158843,0.0174865156884907,"CES2",0.040770192159343,0.680829564826137,2.50228138080824,"+","","+"
"FABP5",0.685131723283494,15.1094787619626,3.12625583827542,0.0046618981888012,0.0826409421042256,-2.17300868539354,0.0252730934357805,"FABP5",0.0490072410046347,0.834052111878407,2.33143721526946,"+","","+"
"MYOZ2",0.684683544864448,11.9894958257068,2.41906295984629,0.0236818897975368,0.177088596292808,-3.63530017644536,0.0770885058297329,"MYOZ2",0.105016028335552,0.99999999109211,1.6255836441833,"","",""
"PSME2",0.677572606653539,14.1932885922809,4.92770000398792,5.26743128653976e-05,0.00838106844702771,1.99079493446256,0.00126203848931459,"PSME2",0.00497009146800161,0.129088508335607,4.27840112103951,"+","","+"
"PPIC",0.668505682137617,12.1611700757652,1.3287036305171,0.214936653725461,0.496434335701387,-4.97630037477182,0.357804471878456,"PPIC",0.294392543371667,0.99999999109211,0.667689516787205,"","",""
"HMOX1",0.668228860835528,10.7464489491884,2.59849931986535,0.0275907482649186,0.189365179427706,-3.28887364643796,0.0907973462786191,"HMOX1",0.112296214803497,0.99999999109211,1.55923652123453,"","",""
"SLC25A6",0.659654927452253,13.8659407974835,2.71833643813181,0.0127047169449577,0.129488645303768,-3.03545621517402,0.0561398393368358,"SLC25A6",0.0767885879103614,0.99999999109211,1.89603500638003,"","",""
"MMGT1",0.646342180498051,13.0804172538206,1.74822737746334,0.147146591319619,0.416019582960897,-4.29672564659479,0.289788971463647,"MMGT1",0.246705463970865,0.99999999109211,0.832249793966861,"","",""
"NCSTN",0.645836483757359,11.525463035184,2.45827652848023,0.022099924442134,0.169689500274187,-3.55105829740589,0.0852603612847812,"NCSTN",0.100628260328943,0.99999999109211,1.65560921113029,"","",""
"TUBB4A",0.636787409350974,10.8221635746212,3.61022704662435,0.00151050508639468,0.050895136087463,-1.11426488676361,0.0159845542005321,"TUBB4A",0.0301815315350144,0.644785397610194,2.82087780796805,"+","","+"
"NTMT1",0.636399258731148,14.4504238784259,2.05818723019907,0.0508209960265082,0.254016287294799,-4.29829279171895,0.150150517756747,"NTMT1",0.15063523108024,0.99999999109211,1.29395682758598,"","",""
"PROB1",0.623735106255646,13.2681468973055,5.11266105786631,3.31329105982274e-05,0.0067780468538088,2.42383032175012,0.00160630732025865,"PROB1",0.00401947711687969,0.152032184487972,4.47974041134936,"+","","+"
"AKR1C2",0.615846466330362,13.3660588805315,4.19732498288631,0.000331272998705512,0.0201865078360125,0.273595205237273,0.00719397407847454,"AKR1C2",0.0119708830680287,0.339963890139157,3.47981396101236,"+","","+"
"CAMK2D",0.615649863557303,15.6317527191707,5.33940068266637,1.88187461813578e-05,0.00673711113292609,2.9518310776575,0.00123254390891285,"CAMK2D",0.0039952016586393,0.129088508335607,4.72540931526886,"+","","+"
"SMIM11",0.612933981834988,11.0249499248738,2.73957439149088,0.0118146042082596,0.127264604784627,-2.99291586389549,0.0658446071704967,"SMIM11",0.0754697006015971,0.99999999109211,1.92758082274494,"","",""
"MYO18B",0.61248725069029,10.277182510819,3.28734491228912,0.00616721273541477,0.0968173458533675,-2.10794115816476,0.0443055002140268,"MYO18B",0.0574140478176186,0.99999999109211,2.20991107050944,"+","",""
"ARG1",0.611966574507075,13.0883744933912,2.20703687186498,0.037793267309985,0.217786554478465,-4.02056681717668,0.134717863728046,"ARG1",0.129150489952479,0.99999999109211,1.42258556075939,"","",""
"STAU2",0.610374651731309,10.2953335833059,1.92012253131235,0.0762025668652326,0.310556707302053,-4.34537355407553,0.207769877822732,"STAU2",0.184164495380061,0.99999999109211,1.11803039930829,"","",""
"MESD",0.609940968115847,9.60947981877026,2.09666414081445,0.0569620393205177,0.271898801023271,-4.054816038688,0.174172920060692,"MESD",0.161239813237044,0.99999999109211,1.24441447074421,"","",""
"SERPINH1",0.608074407794575,11.6363483186652,4.70822325986022,9.14717320269429e-05,0.0111609438877723,1.47512954405401,0.00350075667067756,"SERPINH1",0.00661859670304138,0.248663521045521,4.03871309742505,"+","","+"
"HTD2",0.602396928532688,9.63288943178459,1.24688451297932,0.242266967744602,0.527046024211045,-5.05828194015457,0.425697127222768,"HTD2",0.312545705208322,0.99999999109211,0.615705796362678,"","",""
"RHOT1",0.602268066714453,10.3732928972448,2.81186762350815,0.00977188383800495,0.120114486317795,-2.84523096099527,0.0615783594091135,"RHOT1",0.0712295797850432,0.99999999109211,2.01002170428695,"","",""
"ARPC1A",0.599732858991786,10.6856938237108,2.85026152673999,0.0108341826513604,0.125618745056129,-2.78019415997943,0.0662830796337291,"ARPC1A",0.0744936826337403,0.99999999109211,1.96520384700161,"","",""
"GSN",0.597969109132496,14.6720871974483,4.46148423137402,0.000170321058814972,0.0134598470785779,0.894414881283268,0.00557718295817219,"GSN",0.00798187862903937,0.28847392937614,3.76873165173372,"+","","+"
"TRPT1",0.596293852326946,9.99756200795621,2.67365089186389,0.0169768208910906,0.146450647686998,-3.11508375864802,0.0879982901703936,"TRPT1",0.0868472938925341,0.99999999109211,1.77014363321586,"","",""
"EEF1A1",0.591089120832375,14.8687537352654,4.58600329319179,0.000124447877756133,0.0114973781255989,1.1875069132015,0.00491801208394664,"EEF1A1",0.00681810693798745,0.276397865806666,3.90501250513542,"+","","+"
"COX7A2",0.584419483838639,14.8443797112488,2.37637134004146,0.025991068912395,0.185472005711321,-3.71716884700681,0.118465622956401,"COX7A2",0.10998750803257,0.99999999109211,1.5851758592751,"","",""
"LNPEP",0.578659294706734,9.98228650185152,3.57075140872591,0.00158204917541095,0.0513321752208433,-1.17913182284721,0.0239498395504944,"LNPEP",0.0304407018880219,0.816575481816855,2.80078002129492,"+","","+"
"TUBB2A",0.577209477409705,10.3222841871368,4.28748245911738,0.000264026224127558,0.0170550682882744,0.485225339178363,0.0086008380925581,"TUBB2A",0.0101138953728267,0.390996830112483,3.57835293514429,"+","","+"
"RAB35",0.576511926154138,10.6876217869881,3.46624388562271,0.00204556340241728,0.0563316690819528,-1.41645164806602,0.028161228155901,"RAB35",0.0334054720650557,0.88688034413246,2.68918705496139,"+","","+"
"ACTG1",0.574704663493801,8.32997294475448,1.76997127461179,0.0932002497833909,0.330762720420857,-4.67998732369715,0.255693205439652,"ACTG1",0.196146945355125,0.99999999109211,1.03058292370393,"","",""
"MYL6B",0.569262866227719,13.062367126646,2.5450220354859,0.0179279516751226,0.149740758712912,-3.38890269926811,0.101344425491568,"MYL6B",0.0887983760059934,0.99999999109211,1.74646932711422,"","",""
"SPARC",0.564437988843906,11.8768101829813,4.45978258955478,0.000187046633052921,0.0134598470785779,0.825727027372683,0.00786587238984039,"SPARC",0.00798187862903937,0.363352556846821,3.72805010494612,"+","","+"
"COX20",0.560700036467059,10.9184046099181,2.19396294574269,0.038837647915941,0.219676262321946,-4.04415360417837,0.161805791035497,"COX20",0.13027111328222,0.99999999109211,1.41074707969243,"","",""
"GBE1",0.552988805130147,14.5986606301357,6.57721713018546,9.29003967014409e-07,0.000886889120509756,5.74422144737456,0.000461722717056247,"GBE1",0.000525937722471678,0.0661186930824546,6.03198243148667,"+","","+"
"ANKRD2",0.551802686839537,17.651271000262,2.41349419304672,0.0239719782688141,0.17818839879977,-3.64602781545734,0.127619266726659,"ANKRD2",0.105668226690796,0.99999999109211,1.62029612467397,"","",""
"CTSC",0.546477912288978,10.7132754998193,2.92271371101915,0.00856503420696344,0.111501172585197,-2.62785270444498,0.0741791948970722,"CTSC",0.066121763596191,0.99999999109211,2.06727089821326,"","",""
"COMTD1",0.531415975387338,11.9430828117184,3.65881201653101,0.00127266241202629,0.0461380398486493,-0.977754403377085,0.0289333253366333,"COMTD1",0.027360506557301,0.88688034413246,2.89528678255038,"+","","+"
"DNAJA4",0.531082540696564,11.7292695101455,3.40561359608541,0.0023726890170408,0.0612196517549986,-1.55321232097514,0.0403679063775256,"DNAJA4",0.0363041145391737,0.99999999109211,2.62475918004378,"+","","+"
"EZR",0.53021560972963,11.8466714752268,3.88298395801291,0.000728650695749326,0.031619024130698,-0.460306398443735,0.0216999534457892,"EZR",0.0187505260280092,0.78669198314861,3.13748061607755,"+","","+"
"DNAJC21",0.526197659255386,12.7480091320511,3.38567602173419,0.00259993601410986,0.0653176907404443,-1.6148727056456,0.0436274071130273,"DNAJC21",0.0387343092960635,0.99999999109211,2.58503734012955,"+","","+"
"PSPH",0.519070224300924,11.4804841282951,2.80880931678855,0.014329023451064,0.135604265058373,-2.87115326997684,0.110394372088445,"PSPH",0.0804152364404406,0.99999999109211,1.84378340655072,"","",""
"ATP1A1",0.519041525316483,12.0638288876222,5.18692190910644,2.75197550356867e-05,0.0067780468538088,2.59714730922244,0.00429522737014071,"ATP1A1",0.00401947711687969,0.267424591045283,4.56035543624768,"+","","+"
"ANKRD1",0.517918219930896,11.81425215416,1.08156492332373,0.29411509703311,0.582535019296561,-5.52751662915289,0.530561136948141,"ANKRD1",0.345451459741362,0.99999999109211,0.531482682429705,"","",""
"HSPB7",0.512006448617139,16.7860824456324,4.93094813747458,5.2246496046027e-05,0.00838106844702771,1.99841387400048,0.00642122160328211,"HSPB7",0.00497009146800161,0.312489212122797,4.28194283055476,"+","","+"
"TUBA1B",0.507717529703546,14.770510815049,3.1421471417442,0.00464621997440974,0.0826409421042256,-2.14700515534931,0.0653951675656814,"TUBA1B",0.0490072410046347,0.99999999109211,2.33290023245856,"","","+"
"COX11",0.505126375877861,10.7281957164132,2.32673105581229,0.0308810838792847,0.197910106991221,-3.77159159428201,0.172625068431451,"COX11",0.117363477032239,0.99999999109211,1.51030746499008,"","",""
"LTBP4",0.504871476275715,10.3502540630189,3.26186571772686,0.00381019635557985,0.0752579473267635,-1.91635572430779,0.0600743832838812,"LTBP4",0.0446290212604948,0.99999999109211,2.41905264271087,"","","+"
"S100A4",0.503671006529324,13.5516216169851,3.30509057984162,0.00303038005404879,0.0678047537093417,-1.77830669226674,0.0538893702921412,"S100A4",0.040209172616919,0.99999999109211,2.51850290119222,"","","+"
"SYNC",0.501400165356536,12.2283159530294,5.21059833188045,2.59401465027224e-05,0.0067780468538088,2.65233022065294,0.00501839700486963,"SYNC",0.00401947711687969,0.276397865806666,4.58602757547074,"+","","+"
"CARNS1",0.496181370877478,11.775690989449,2.55840434829757,0.0173999068511777,0.147435897105837,-3.36231591045061,0.133965250475265,"CARNS1",0.0874315606553428,0.99999999109211,1.75945307666728,"","",""
"MTFMT",0.495346646877492,8.87457405032483,1.69652686078955,0.109756003897604,0.364664959585542,-4.72033582253011,0.334718232276478,"MTFMT",0.216251450011486,0.99999999109211,0.959571713561641,"","",""
"BCO2",0.492480551515808,11.0028054850609,2.93989741219752,0.0076939616407272,0.106518261063614,-2.57990091590287,0.0909850408539133,"BCO2",0.0631668269797256,0.99999999109211,2.11384998325692,"","",""
"TIMM10B",0.492386668601728,13.2325759962207,1.822583186176,0.122537086035632,0.382294351204848,-4.21784273203212,0.355692817474112,"TIMM10B",0.226705927197417,0.99999999109211,0.9117324515191,"","",""
"CBR1",0.490665032515679,15.4808391061357,3.89853679858948,0.000700881126622696,0.0308819007176523,-0.424189653114013,0.0283313970138398,"CBR1",0.0183134014765038,0.88688034413246,3.15435563457199,"+","","+"
"KLHL41",0.488006894388324,19.2134789809143,5.02610928229459,4.11514302173807e-05,0.00785717974283855,2.22141295217673,0.0072408510120421,"KLHL41",0.00465941809797367,0.339963890139157,4.38561506629078,"+","","+"
"MLF2",0.487971782830403,10.1545831797165,2.03569251351398,0.0592335671451077,0.275845424883884,-4.20767285365776,0.251795383704252,"MLF2",0.163580216695268,0.99999999109211,1.22743211262686,"","",""
"PITHD1",0.487936134368081,12.5376117242728,2.85060702161075,0.00893220595966635,0.1131939728694,-2.76410055929044,0.100045768093654,"PITHD1",0.0671256179737953,0.99999999109211,2.0490412714811,"","",""
"TBCEL",0.485914411272192,9.45319858030561,2.32470576539805,0.0350519442596557,0.212568293930164,-3.70324969873464,0.196270325565676,"TBCEL",0.126055988053008,0.99999999109211,1.45528788760256,"","",""
"LGALSL",0.483117254468688,13.1806529758293,3.55474727828183,0.00164570028482281,0.0513321752208433,-1.21559726761617,0.0452033908855204,"LGALSL",0.0304407018880219,0.99999999109211,2.78364925569707,"+","","+"
"RRAS2",0.4787641049982,12.8671891545943,3.76249214341161,0.00104189925698094,0.0414444371110195,-0.770672670076745,0.0373458203621506,"RRAS2",0.0245771341188196,0.99999999109211,2.98217427168183,"+","","+"
"PPP4R1",0.478202854277106,10.0353895315793,2.67600610108191,0.014320826153877,0.135604265058373,-3.11694743142084,0.131273984983602,"PPP4R1",0.0804152364404406,0.99999999109211,1.84403192729907,"","",""
"IGHV3-7",0.4764542690277,12.5191424502054,1.32268518148911,0.199829670409439,0.479725210438083,-5.36228363574364,0.464297620772186,"IGHV3-7",0.284483797078302,0.99999999109211,0.699340027929739,"","",""
"ACSS3",0.476132807943804,11.0471280460035,2.4971401043536,0.0206906127034769,0.164149348428692,-3.47019337155257,0.157791802263503,"ACSS3",0.0973428723628666,0.99999999109211,1.68422664854165,"","",""
"NDUFB1",0.4718539117706,14.0159814044187,1.2818403325179,0.212395012627963,0.495761463868367,-5.45134433982528,0.481404796183844,"NDUFB1",0.293993520910809,0.99999999109211,0.672855685394642,"","",""
"SAE1",0.463360355764555,10.6813220952264,3.2519711865007,0.00373019702557364,0.0747082816870133,-1.92379382976944,0.0749612413359087,"SAE1",0.0443030618051291,0.99999999109211,2.42826822855067,"","","+"
"PPP1R12B",0.459019373402958,12.3248551763994,4.51081159541497,0.000150410876271032,0.0130538408981889,1.01051300345796,0.0175912666889435,"PPP1R12B",0.00774111125363118,0.680829564826137,3.82272075860003,"+","","+"
"MYOM3",0.458427281558983,15.5065473882836,2.74289177558944,0.0114551518352367,0.127264604784627,-2.98837124575433,0.128882228297646,"MYOM3",0.0754697006015971,0.99999999109211,1.94099914996926,"","",""
"LAP3",0.458116605112901,14.815930651711,5.39298694472009,1.64721621147851e-05,0.00673711113292609,3.07605865861649,0.00643745234470846,"LAP3",0.0039952016586393,0.312489212122797,4.78324939215434,"+","","+"
"CAVIN3",0.454843429903812,8.96602522797235,1.11851206690825,0.297834790907323,0.584245781615461,-5.03630623864945,0.576422837886048,"CAVIN3",0.346465965858176,0.99999999109211,0.526024572478587,"","",""
"MRPL19",0.454340287209268,10.9923402234881,2.14761672314382,0.0452146598218637,0.24069662775059,-4.07301448106386,0.244928428656107,"MRPL19",0.142736485630806,0.99999999109211,1.34472073227923,"","",""
"PELO",0.452555881407765,11.9564312412551,3.332385601329,0.00283607938801484,0.0671283584072273,-1.71740062472021,0.0703416777842448,"PELO",0.0398080606893309,0.99999999109211,2.54728161647409,"","","+"
"ZNF512",0.451153831266172,12.7780070781758,2.01864598719105,0.0567884679873135,0.271522825234835,-4.32178156705229,0.274144599606361,"ZNF512",0.161016854306438,0.99999999109211,1.24573984735159,"","",""
"SERPINB3",0.450437939569325,13.4659101530764,1.49620842709962,0.148488055698343,0.417340325338619,-5.15642918353504,0.423543903841086,"SERPINB3",0.247488682776967,0.99999999109211,0.828308479363119,"","",""
"CALU",0.447706357554486,15.4926235871903,4.10153147277553,0.000421453893024038,0.0241408789924169,0.0491855428431576,0.0308233010416427,"CALU",0.014315880781623,0.929241412455417,3.37524993017449,"+","","+"
"MEMO1",0.447284841607312,12.0970500156739,5.12101398158951,3.24477832247489e-05,0.0067780468538088,2.44334234340378,0.00982247897768209,"MEMO1",0.00401947711687969,0.432793535262792,4.48881496808224,"+","","+"
"HSPB1",0.444991350206713,19.509093108112,4.21277062014095,0.000318648630363386,0.0198393408121899,0.309825500122283,0.0277973957785762,"HSPB1",0.0117650081400314,0.88688034413246,3.49668794389336,"+","","+"
"RASA4",0.444759273465824,10.3713568772164,3.16742102741418,0.00519330195045568,0.0873471400199009,-2.13947152741374,0.0963656696913435,"RASA4",0.0517980825608471,0.99999999109211,2.28455642579617,"","",""
"FAM98A",0.444531040578447,10.9348424513007,1.67807853852905,0.107801840521601,0.36010740076704,-4.87988404669139,0.371511538948381,"FAM98A",0.213548753530492,0.99999999109211,0.967373824292585,"","",""
"ECM1",0.444317074587918,11.3622635951539,1.78756574371961,0.0873175350349646,0.320612077359152,-4.72960510752022,0.3384646382139,"ECM1",0.190127471251724,0.99999999109211,1.05889853287842,"","",""
"PGM5",0.442293287611662,13.7879951163044,3.99616184198983,0.000548969105542893,0.0278035556770742,-0.196957694621814,0.0361346559049057,"PGM5",0.0164878995708168,0.99999999109211,3.26045209574987,"+","","+"
"MOGS",0.441768654045937,11.976180277533,4.39066863887643,0.000203595842669277,0.014221914473288,0.727797000100958,0.0234061405022758,"MOGS",0.00843379531250639,0.807652848174913,3.69123109433246,"+","","+"
"LGALS3",0.440964061027367,13.5537599784297,2.85511271739959,0.0088391181128104,0.113014438728076,-2.75463102988927,0.124291132521338,"LGALS3",0.0670191517028597,0.99999999109211,2.05359106279751,"","",""
"TUBB2B",0.440869900057985,15.3324695149926,3.45454784117025,0.00220255176728886,0.0584084098288453,-1.46222044661688,0.0673869974605378,"TUBB2B",0.03463700853712,0.99999999109211,2.65707387543183,"","","+"
