"","logFC","AveExpr","t","P.Value","adj.P.Val","B","xiao","protein","q","qiao","-log10p","regulated_xiao","regulated_qiao","regulated_q"
"SIRT3",0.157875169614581,12.5257579289624,1.38244404873315,0.179326611517966,0.59796364885956,-5.05915504198629,0.762375685907496,"SIRT3",0.506697451500612,0.999999955750193,0.746355257689148,"","",""
"FDPS",0.157673929855022,13.4520111810719,1.52887076704177,0.139124268117501,0.557936257445073,-4.86966898179729,0.732718180877369,"FDPS",0.472779374275317,0.999999955750193,0.856597107317553,"","",""
"PYGM",0.157529353977552,19.9618385008131,1.55126547763846,0.133679278032073,0.552220442057673,-4.83931210414357,0.728332082775519,"PYGM",0.467935954285544,0.999999955750193,0.873935908622844,"","",""
"TKFC",0.15751917503073,12.0630920122739,1.43455984351956,0.164072932877065,0.577432666233526,-4.99353022274465,0.752234532613299,"TKFC",0.489300078611381,0.999999955750193,0.784963058628189,"","",""
"HLA-DRA",0.15691367306178,13.1080609892212,1.05137121342059,0.303362787346327,0.710980401052717,-5.4264454261089,0.829302171667192,"HLA-DRA",0.602464644744492,0.999999955750193,0.518037693955795,"","",""
"GLRX2",0.156682746436083,9.98746113730951,0.751761528341699,0.459998669243294,0.807336385205688,-5.63013167992409,0.885441297774669,"GLRX2",0.684113975268613,0.999999955750193,0.337243424712188,"","",""
"TUBA1B",0.156622795198222,14.7898722169824,0.807350619363758,0.427244612908149,0.785902048863302,-5.63867832301689,0.875297193645511,"TUBA1B",0.665951126038551,0.999999955750193,0.369323404555766,"","",""
"GFM1",0.156465173510794,13.0427744286963,1.34692430556879,0.190349852276365,0.610684846103461,-5.1027053686798,0.77139188146306,"GFM1",0.517477033563527,0.999999955750193,0.720447455889721,"","",""
"SLC25A20",0.156348132808304,12.7145211636035,1.03593986581395,0.310361895236843,0.712368078830081,-5.44138393948879,0.832826570345952,"SLC25A20",0.603640523570296,0.999999955750193,0.508131604759908,"","",""
"MYOT",0.156311371804627,18.1247086060263,2.17793080408319,0.0392706990230245,0.372099593713212,-3.85753359634154,0.602888415778675,"MYOT",0.315306651497104,0.999999955750193,1.40593136816833,"","",""
"PGLYRP2",0.156249452466046,11.16147619079,0.773087818444585,0.447529049191162,0.79705701006689,-5.62294246205909,0.881943996914276,"PGLYRP2",0.675403524063458,0.999999955750193,0.3491787693001,"","",""
"HBA2",0.155892822716726,21.0330900826338,0.806574698405045,0.427683206084096,0.785902048863302,-5.63926994247294,0.875980821749581,"HBA2",0.665951126038551,0.999999955750193,0.368877802930476,"","",""
"IMMT",0.155664965645403,16.4543467259032,2.03306609890532,0.0530323045076808,0.41828501714712,-4.10543350808878,0.633075695390268,"IMMT",0.354442870555018,0.999999955750193,1.27545950029567,"","",""
"NME2",0.155501422894947,16.0638155802349,1.7457614097449,0.0934008041299278,0.500104650162284,-4.56103902056218,0.691652666496689,"NME2",0.423774509042688,0.999999955750193,1.02964938471544,"","",""
"EEF1A2",0.155364888560467,17.975655959539,1.8209058034921,0.0808746961629128,0.481033380429289,-4.44679162024754,0.676569531496992,"EEF1A2",0.40761405549502,0.999999955750193,1.09218733791543,"","",""
"CD9",0.155023308917084,17.4533520292042,1.60762098647173,0.120748992987909,0.53664142239673,-4.76135155344973,0.720560655668604,"CD9",0.454734734488767,0.999999955750193,0.918116482453203,"","",""
"RPS20",0.15499398700465,12.9930970348036,1.45077998923606,0.159543068286001,0.573276782289249,-4.97269194594838,0.752403615517932,"RPS20",0.485778500322611,0.999999955750193,0.797122059979,"","",""
"LIPE",0.154972794442015,9.99962999175055,0.444176510787456,0.661576294460135,0.910224528556836,-5.7672009580903,0.937982576430922,"LIPE",0.77129847239496,0.999999955750193,0.179420064775945,"","",""
"CLUH",0.154842878892294,12.5209415357214,1.95842008178289,0.0616761486152994,0.44157661514844,-4.2285912988695,0.649618330868725,"CLUH",0.374179510685492,0.999999955750193,1.20988275375324,"","",""
"SZRD1",0.154617030933013,10.502676700288,0.70978275509466,0.485141702705095,0.825627782301886,-5.65907659107974,0.894190263860183,"SZRD1",0.699613586843172,0.999999955750193,0.314131391883397,"","",""
"CD63",0.154610391587397,11.1558954402836,0.830864836921068,0.418693429806712,0.78498955771476,-5.4032747347196,0.874059937982095,"CD63",0.66517790689661,0.999999955750193,0.378103854062383,"","",""
"CDC34",0.154336833003361,11.7530078119892,1.40240602634857,0.173356421086562,0.586226484027701,-5.03425966494509,0.763027867135861,"CDC34",0.496751710619059,0.999999955750193,0.761060067530425,"","",""
"OSBPL9",0.154241154740244,9.62469881917074,0.985236169337794,0.336013884856148,0.731149984771993,-5.40493276241725,0.845171397765046,"OSBPL9",0.619555778441125,0.999999955750193,0.47364277620594,"","",""
"PSMD11",0.153993065862579,13.5147517186222,2.42661771823346,0.0229600381070927,0.315247803164255,-3.40692607152069,0.559243759186934,"PSMD11",0.267132055199581,0.999999955750193,1.63902739546891,"","",""
"HERC4",0.153820081736697,12.1494660427383,1.07793109882485,0.292021666703504,0.699244541372611,-5.37816341670868,0.827504002752394,"HERC4",0.592520009811549,0.999999955750193,0.534584924645129,"","",""
"NDUFAF3",0.15329389535238,13.7446407870461,1.61766650748436,0.118556850505885,0.536383620524788,-4.74722197986966,0.72117158944243,"NDUFAF3",0.454516280487836,0.999999955750193,0.926073346359374,"","",""
"CPSF7",0.153275999980973,9.38959411906015,0.971866189589427,0.341029624474555,0.731432050203782,-5.47876444644506,0.847985142302162,"CPSF7",0.619794792695112,0.999999955750193,0.467207893186379,"","",""
"ERO1A",0.153230388178955,12.1033960813442,1.52082242463148,0.141124905411283,0.558854625428679,-4.88049119976896,0.740787148324619,"ERO1A",0.473557573280759,0.999999955750193,0.850396336151984,"","",""
"VPS37A",0.153208142505633,10.2358440890816,1.07570096138405,0.294579893439028,0.702440925301869,-5.31971600905902,0.829234940215586,"VPS37A",0.59522853497702,0.999999955750193,0.530796899266913,"","",""
"PPM1B",0.153033176031311,11.8134187799996,1.41558014422385,0.169503496313215,0.583243158761716,-5.01766542273654,0.762147031274119,"PPM1B",0.494223725327386,0.999999955750193,0.770821339266939,"","",""
