"","protein","cor","p_value"
"MPP1","MPP1",0.0836803840685799,0.589168096624694
"TFAM","TFAM",-0.0657437779755012,0.671566043366649
"PITPNA","PITPNA",0.130126650539499,0.399843016200828
"SLC25A3","SLC25A3",0.0476339081753065,0.758808544992987
"HDLBP","HDLBP",0.348017595190977,0.0206174558346651
"CDK5","CDK5",0.140005291597941,0.364708200830979
"PURA","PURA",-0.0466146596397337,0.76381982976709
"CLTC","CLTC",0.200512343671735,0.191872881833039
"FKBP3","FKBP3",0.0193215656287303,0.900929979398345
"REEP5","REEP5",0.028532637022552,0.854128912140685
"SORD","SORD",0.179699866794367,0.248884226631373
"HNRNPU","HNRNPU",0.0283896260514375,0.854852198827559
"MYBPC1","MYBPC1",-0.143832808603965,0.351611370686238
"PLIN5","PLIN5",-0.154707997680178,0.321893348077025
"SPTBN1","SPTBN1",-0.0543702326795988,0.725942312170009
"SET","SET",0.0937459748667334,0.544996927458286
"AMPD3","AMPD3",0.298335942220957,0.138777734993364
"FABP5","FABP5",0.200411697975154,0.192100667051404
"ANK2","ANK2",0.0789504344220605,0.614792822213888
"CAP1","CAP1",-0.0516756460754971,0.739034527045848
"IFITM3","IFITM3",-0.113629747625147,0.542762184860894
"OTUD4","OTUD4",0.00268357122565264,0.986542966983872
"ATP2B2","ATP2B2",-0.207852757982991,0.298179321732079
"TAGLN","TAGLN",-0.190431427872402,0.215648436567791
"RHAG","RHAG",-0.184963112893916,0.409906003776388
"DHODH","DHODH",-0.149226936183779,0.439756738014728
"OGDH","OGDH",0.0961103866321566,0.534856089813865
"COX6A2","COX6A2",0.178465168890684,0.246432551420043
"ALDH6A1","ALDH6A1",-0.288978161113612,0.0571068259882497
"BDH1","BDH1",-0.146763121380708,0.341781286474515
"DSG1","DSG1",0.281677329833176,0.0639754176288648
"RPL18A","RPL18A",0.201130484252686,0.190478079897334
"CACNB1","CACNB1",0.127935881898613,0.407892087938759
"MAP2K1","MAP2K1",0.0166723247206614,0.91445950501002
"FKBP4","FKBP4",-0.173537393405269,0.259932163784421
"PLOD1","PLOD1",0.113303535508524,0.46398713090611
"NUCB1","NUCB1",0.0258624268819147,0.86765253049279
"RPL6","RPL6",0.236598185105482,0.122036827430615
"AKAP12","AKAP12",0.175381818055295,0.328946091061368
"SLC25A11","SLC25A11",0.124827359439325,0.419471259880656
"DST","DST",-0.174367285578133,0.356760992857228
"GSTM4","GSTM4",-0.0106905337695925,0.956107104802107
"CAV1","CAV1",-0.128126683274494,0.407187391103227
"ACY1","ACY1",0.275016685009981,0.0708006262102186
"KMT2A","KMT2A",0.103544529150099,0.579364097928164
"TNFAIP2","TNFAIP2",-0.035875655256257,0.842883064363456
"LMNB2","LMNB2",0.0821932534531247,0.595826580191364
"CFHR1","CFHR1",-0.194145529059181,0.236294161523398
"UBXN1","UBXN1",-0.183168753492154,0.233996451028602
"GBE1","GBE1",0.0538722930134967,0.728355978091482
"EIF4G1","EIF4G1",-0.0722588329561105,0.641127851994956
"KRT17","KRT17",0.182370406736828,0.241803428342142
"PRKCQ","PRKCQ",-0.170845657761377,0.273352279832479
"GLO1","GLO1",0.0459488363746205,0.767098618268703
"SSBP1","SSBP1",0.184400352014584,0.230812261113181
"YWHAH","YWHAH",0.0778468987655491,0.615473669085169
"UBE3A","UBE3A",0.201537080462817,0.189564548746259
"LIPE","LIPE",-0.278457972806953,0.234514052562912
"EEF1A2","EEF1A2",0.192584776560796,0.210405806435932
"CALD1","CALD1",-0.30115559646749,0.0469759665202974
"PTPN11","PTPN11",-0.00192926179620446,0.990083458069201
"PPP2R3A","PPP2R3A",0.038997395224595,0.801560491931507
"PSME1","PSME1",-0.0467317275076452,0.763243759186973
"CACNG1","CACNG1",0.0265521659367721,0.864155522430953
"PRDX1","PRDX1",-0.218234681411263,0.154692538916476
"RPL18","RPL18",0.315066042586634,0.0372394371267872
"C1QBP","C1QBP",0.255354459034263,0.0943410415884473
"CKAP4","CKAP4",-0.0812614985051559,0.618151785999588
"TJP1","TJP1",-0.0997553463211362,0.599946672580608
"DPT","DPT",-0.114840102882538,0.492366032342168
"KHDRBS1","KHDRBS1",-0.319793698073921,0.0908125119319431
"SCN1B","SCN1B",0.041014394629726,0.79649139238715
"BAX","BAX",0.016601998446481,0.914819000068977
"KLC1","KLC1",0.139494275740136,0.366478718943688
"SRSF1","SRSF1",-0.399646150888879,0.00963337615235489
"ARHGAP1","ARHGAP1",0.0586697931475248,0.705212252819996
"ACTN3","ACTN3",0.0937013536519242,0.54518918625955
"SRSF4","SRSF4",0.0744353711825559,0.635227985913249
"PPP3CA","PPP3CA",0.0580639679961484,0.708120867942836
"DHX9","DHX9",0.0928118105255729,0.549028704512818
"CRYZ","CRYZ",-0.0450414919467278,0.771573223424621
"GOLGA3","GOLGA3",-0.0139843453293842,0.934529208352275
"LGALS3BP","LGALS3BP",0.116718296727106,0.562066076087977
"DMTN","DMTN",0.196035379452935,0.274232634843446
"DSC1","DSC1",0.312458079431864,0.0389264846900652
"PUDP","PUDP",-0.232208662171922,0.129323966150372
"PPID","PPID",0.108577922355135,0.488268173657347
"VAC14","VAC14",-0.14247593647107,0.400232838421752
"NSUN2","NSUN2",0.0419597796053599,0.786824761565514
"AHNAK","AHNAK",-0.079461600393955,0.608142578001015
"LMOD3","LMOD3",0.221292238613102,0.148852723146527
"SCRN3","SCRN3",0.247302642283584,0.105566510313376
"NEXN","NEXN",-0.122910952616784,0.426701636448562
"AP1B1","AP1B1",0.119266535212401,0.440642963282178
"BST2","BST2",-0.117562950081082,0.447245134280073
"PMPCA","PMPCA",0.0400485570624362,0.796323641637725
"WASHC5","WASHC5",0.308051958751679,0.0564068098982957
"STX4","STX4",-0.0367522609006641,0.812774215938476
"GRSF1","GRSF1",0.379374988040309,0.0110922405062217
"AIMP1","AIMP1",-0.119904790648125,0.438183372005654
"ILF2","ILF2",-0.0127630341217218,0.939378184401602
"ILF3","ILF3",-0.00231456438297743,0.989634737394406
"LMAN2","LMAN2",0.122075375959473,0.465315297006982
"TRAP1","TRAP1",0.263892221457204,0.0834695011569892
"ANK3","ANK3",-0.0536000875832637,0.729676541120646
"BNIP1","BNIP1",-0.130217416687701,0.442383321101879
"BNIP3","BNIP3",0.0310648006975783,0.845162565917944
"HSPB3","HSPB3",0.0108129929828476,0.944462367939198
"ECH1","ECH1",-0.00480960857728758,0.975281470752028
"STRN3","STRN3",-0.0385995590066956,0.803544754609067
"FLII","FLII",0.172684440123059,0.262317952036079
"COASY","COASY",0.0738819328079438,0.63363196688326
"TRDN","TRDN",0.207697649137204,0.18688190385697
"GPS1","GPS1",0.0871681419139264,0.573683360192585
"MTAP","MTAP",0.0654892599081916,0.672766151461968
"PRKAA1","PRKAA1",-0.0328832400909724,0.8341887979563
"CALCOCO2","CALCOCO2",0.0705598659511736,0.673787425420899
"EIF2B5","EIF2B5",-0.0895900366595086,0.563041403584895
"TARDBP","TARDBP",0.0281389475745142,0.857845422142037
"HNRNPA0","HNRNPA0",-0.184454701553229,0.236372773996093
"PAK1","PAK1",0.134911195910301,0.388381465465973
"AIMP2","AIMP2",-0.131986793619268,0.393081538485661
"PRDX4","PRDX4",-0.0874437423269737,0.572467735873871
"PAK2","PAK2",-0.0179319818055576,0.908023291744884
"CBX3","CBX3",-0.104263909735156,0.500605309016726
"PSMD2","PSMD2",0.0607212255376027,0.695394174009171
"MYBPH","MYBPH",0.337341431071202,0.0251335676374883
"SELENBP1","SELENBP1",-0.147851488832367,0.338173828372272
"TRIM28","TRIM28",-0.0561228164061816,0.717467984688386
"G3BP1","G3BP1",0.0286381946379063,0.853595123829188
"PABPC4","PABPC4",0.11240143154167,0.467575564896725
"SGCG","SGCG",-0.0395544327332381,0.798784265296347
"EIF3I","EIF3I",0.053184511626977,0.731694134350817
"MFAP5","MFAP5",-0.162684847001195,0.291374171984652
"CTBP1","CTBP1",-0.154213881777751,0.317559485572163
"UBE2V1","UBE2V1",0.0758222039587661,0.707004038180515
"MRPL49","MRPL49",0.345035074049137,0.0271524634032287
"DYNC1I2","DYNC1I2",0.180063680747535,0.242157066858506
"ILK","ILK",-0.0106562913219847,0.945265991186501
"NNT","NNT",0.089215599800245,0.564680688012779
"SNTA1","SNTA1",0.00561359251276665,0.971151082759052
"SNTB2","SNTB2",-0.0879833383534552,0.570091094051186
"SF3B2","SF3B2",-0.0339102306075735,0.827022207500893
"GOLGA4","GOLGA4",-0.0116254200848599,0.947153905829795
"PDAP1","PDAP1",-0.0875653474840128,0.57193173232757
"TMED1","TMED1",-0.153726420495031,0.337252138411669
"FKBP5","FKBP5",0.127302145205566,0.410237721912941
"ROCK1","ROCK1",0.00923843836616946,0.953695856508992
"PICALM","PICALM",-0.0805887489712989,0.621072340164817
"MTM1","MTM1",0.102832792250165,0.506534821703091
"SQSTM1","SQSTM1",0.101002794898966,0.519280914512349
"MTX1","MTX1",0.00758850672347504,0.961008541223779
"ART3","ART3",0.162460274933172,0.292049758093191
"ASAH1","ASAH1",0.0369689430016354,0.811690305764577
"PPP1R1A","PPP1R1A",-0.29586555394775,0.0511816039795919
"PIN1","PIN1",-0.341132650754606,0.0234436404384999
"EIF4EBP1","EIF4EBP1",-0.00917204259265235,0.952880312112866
"CAMK2B","CAMK2B",-0.0188904289283368,0.903129983330194
"CAMK2G","CAMK2G",-0.00453562285770316,0.976689196628488
"CAMK2D","CAMK2D",-0.0662830903810636,0.669025736131126
"DCTN2","DCTN2",0.160067589352795,0.299310662050553
"NAE1","NAE1",0.0976011976138067,0.528509592690152
"STIM1","STIM1",0.0243981100406192,0.875084882494648
"SNX1","SNX1",0.0465865346262036,0.78731341762644
"CUL1","CUL1",0.162627656734355,0.291546122805899
"CUL2","CUL2",-0.0957475923490607,0.536406117336777
"CUL3","CUL3",0.2254099891484,0.141246489522547
"CUL4A","CUL4A",0.0702995727042497,0.650223353252171
"DYRK1A","DYRK1A",0.110302917420005,0.515753199091996
"FHL1","FHL1",-0.0854515862648946,0.581281187270435
"FHL3","FHL3",-0.261757974334273,0.0860907359420284
"ITGA7","ITGA7",-0.0153862760605713,0.92103614477553
"CACNA1S","CACNA1S",0.218479597085833,0.154218672372828
"MOGS","MOGS",0.140429032438899,0.369088563750154
"SPTAN1","SPTAN1",-0.185917206156306,0.226931518290706
"AUH","AUH",0.0448557077766351,0.772490334690367
"DDX39B","DDX39B",0.0104730278813515,0.946205900974591
"BLMH","BLMH",0.183712834024236,0.232586099331838
"SNTB1","SNTB1",0.0851353512235426,0.582685840732843
"TUBB2A","TUBB2A",0.0464491772537103,0.764634354682714
"IDI1","IDI1",0.0507081443942326,0.743753405304324
"CBFB","CBFB",-0.0196298180382604,0.910883183672839
"PRKG1","PRKG1",0.129970768312389,0.400412679797713
"CKAP5","CKAP5",0.0366122906908829,0.842312189327554
"CIRBP","CIRBP",-0.10331915675753,0.504515696283476
"COX17","COX17",-0.0221279059313699,0.890775743293989
"HNRNPD","HNRNPD",-0.0825780934295531,0.594100327456646
"SCARB2","SCARB2",0.13319834342466,0.388713789042489
"NID2","NID2",0.0194849683292798,0.900096358992377
"IL18","IL18",-0.21125502375548,0.190686058686739
"DAG1","DAG1",-0.159211566597328,0.301936316469191
"UBE4A","UBE4A",0.0177928948196244,0.908733677961266
"EIF3A","EIF3A",0.21708397784563,0.156933211439601
"UBAP2L","UBAP2L",-0.0528134978466272,0.733496893626054
"SCRIB","SCRIB",0.0857845085961352,0.664263039969106
"GIT2","GIT2",0.0147632148970326,0.930891263445151
"MLEC","MLEC",0.312259640481703,0.0390573715559832
"TTLL12","TTLL12",-0.0776564947602925,0.620620719072837
"DPYSL3","DPYSL3",-0.203485649349289,0.185229726784389
"DCTN1","DCTN1",0.0792389026845564,0.609151441258313
"DYNC1H1","DYNC1H1",0.0633710188083977,0.682785055661551
"EIF4A2","EIF4A2",0.162532287319581,0.291833010943047
"CTTN","CTTN",0.0693551211418681,0.654625903000792
"ENDOG","ENDOG",0.407200980067364,0.00608232230186799
"FLOT2","FLOT2",0.0602428916029061,0.697679136011661
"RCN2","RCN2",0.148102338417991,0.337345726851808
"FLNC","FLNC",0.154138740131807,0.317798212044575
"MYBPC2","MYBPC2",0.13946218565001,0.366590073677055
"GAMT","GAMT",0.114270978501367,0.460155271117112
"GALE","GALE",-0.105734273965343,0.521765390202555
"CAPRIN1","CAPRIN1",-0.123293981277841,0.425250942892774
"SPARCL1","SPARCL1",0.0492708523451149,0.778653005887056
"PRPSAP1","PRPSAP1",0.138425609197137,0.370197991391846
"ITIH4","ITIH4",-0.201582714482226,0.189462213809325
"RASA3","RASA3",0.112481780529797,0.472670001072489
"KCNJ11","KCNJ11",0.153161600456057,0.32681277498771
"CLINT1","CLINT1",0.264562183370835,0.0826596451829527
"BMS1","BMS1",-0.0879538353404661,0.632168893275952
"LPIN1","LPIN1",0.356350729885626,0.0175850475547747
"MESD","MESD",-0.0659168740904832,0.729284776057778
"GANAB","GANAB",-0.251640629615968,0.0993982814525224
"RFTN1","RFTN1",0.0787330950351717,0.624623722161568
"SSPN","SSPN",0.119497617633407,0.500857938926989
"PPP2R5D","PPP2R5D",0.193611611265379,0.207937390772932
"COG2","COG2",0.143925153416483,0.409452864324426
"MVP","MVP",0.107497297041003,0.593554577764773
"LASP1","LASP1",-0.0906735817165738,0.558310150946051
"PTGR1","PTGR1",0.320419386339456,0.0361887447809211
"NFIX","NFIX",-0.138431125885531,0.376006848688568
"KPNB1","KPNB1",0.240801289149439,0.115353263896192
"SLMAP","SLMAP",-0.0984948822584017,0.524722911462815
"GAPVD1","GAPVD1",0.171645752071834,0.422565848524811
"SPCS2","SPCS2",-0.0388495391088853,0.802297801255032
"EMC2","EMC2",0.0518405247142208,0.738231288775115
"PSMD6","PSMD6",0.13271902598933,0.390438357127699
"ABRAXAS2","ABRAXAS2",-0.181870591556749,0.237385070634704
"SEPTIN2","SEPTIN2",-0.282249762232124,0.063414178368785
"SART3","SART3",0.118651445069288,0.443020484406802
"EFTUD2","EFTUD2",0.02475580151595,0.873268362138011
"LARS2","LARS2",-0.167707894052222,0.300952611311308
"SNX17","SNX17",0.000898697427381448,0.996105119844556
"KARS1","KARS1",-0.0302965655211861,0.845217629596089
"ARHGEF6","ARHGEF6",-0.0164218481525413,0.935204998978798
"EIF4H","EIF4H",-0.0218674015987694,0.887954574661613
"WDR43","WDR43",0.0399209388514329,0.806786769324543
"POSTN","POSTN",-0.418221813695162,0.041973043005897
"EEA1","EEA1",-0.352497861603435,0.0189366752589471
"PDIA6","PDIA6",-0.169724262664415,0.270710645579316
"PAFAH1B3","PAFAH1B3",-0.200505191626868,0.191889062295359
"PDK1","PDK1",0.0963235475808386,0.570629482805503
"PDK2","PDK2",0.0615996670589314,0.691204879620435
"PEA15","PEA15",0.0057371973812303,0.970516138424641
"PGM5","PGM5",-0.113509784555547,0.463168784109455
"PMVK","PMVK",-0.0274297826965815,0.864824071625128
"PLEC","PLEC",-0.0293871102503536,0.849809843323453
"PON2","PON2",0.0475996402204375,0.770542228587061
"PPP2R5A","PPP2R5A",-0.0907400564399861,0.558020499532689
"PPA1","PPA1",0.133890626952143,0.386230881624291
"PTGES3","PTGES3",0.0468686540087576,0.762570128038988
"NONO","NONO",-0.157510977325515,0.313095783080286
"PTPA","PTPA",-0.218195060641997,0.154769297827566
"RABEP1","RABEP1",0.198483717279216,0.19650119353596
"RAB35","RAB35",0.272252441419056,0.0811123923568606
"RCN1","RCN1",0.0650820025430741,0.674688129729069
"ANKRD1","ANKRD1",-0.10473533804762,0.651402648688727
"TMED2","TMED2",-0.274180117666,0.128873331728516
"PCBP1","PCBP1",-0.183282870230654,0.233700157603608
"PCBP2","PCBP2",-0.169881590388719,0.270260178393606
"ELOC","ELOC",-0.0351163301930725,0.820968666079997
"ELOB","ELOB",0.160922773963508,0.296702284589474
"UBE3C","UBE3C",-0.048918552148837,0.783518387882363
"TOMM20","TOMM20",0.120877406517421,0.476061151764103
"SF3B3","SF3B3",-0.170671588098708,0.268005716057559
"RSU1","RSU1",0.0575897295239562,0.710400594200205
"CNN3","CNN3",-0.0579095173613034,0.708863056677606
"PPP1R7","PPP1R7",-0.132838111687132,0.390009472991768
"SEC23A","SEC23A",0.00954474488757035,0.951561429214535
"CYTH1","CYTH1",-0.107417890502005,0.601459010719544
"SF3A1","SF3A1",-0.235295218128005,0.143862170294079
"SKIC2","SKIC2",-0.352258334084878,0.056246824983944
"RGN","RGN",0.24626349881907,0.115921175210495
"CDSN","CDSN",0.433161215535942,0.0149280292205652
"SURF1","SURF1",-0.0592935802347615,0.702221734253511
"MAPRE2","MAPRE2",-0.0218729138176218,0.887926510580381
"TGFBI","TGFBI",-0.204510754479254,0.182977840118483
"SLC9A3R2","SLC9A3R2",0.119410477398673,0.508044295130492
"TSN","TSN",0.132415298002232,0.391533475696748
"TRIP10","TRIP10",0.161354793910217,0.295390179536881
"MAPRE1","MAPRE1",-0.15677445781125,0.309492236419631
"ELAVL1","ELAVL1",-0.221126644237182,0.149164786010106
"TAB1","TAB1",0.148111168318465,0.374848660820557
"SPEG","SPEG",0.0298614211279807,0.847414229926096
"MLF2","MLF2",0.184313921038841,0.388594687491247
"SMAD2","SMAD2",0.131038091406811,0.48227629707618
"TBCE","TBCE",-0.000326557438311473,0.998321431239224
"TBCC","TBCC",0.235797331689335,0.123342731022258
"UBE2V2","UBE2V2",-0.132416937098605,0.391527560969807
"VAMP3","VAMP3",0.080483666242742,0.603521661782853
"NEDD8","NEDD8",0.0747861477074009,0.629471676426203
"ADIRF","ADIRF",-0.0520532756307813,0.75962921116668
"ADIPOQ","ADIPOQ",-0.140765672222518,0.362083261715252
"RAB11B","RAB11B",0.167408157436284,0.277399603914059
"ZYX","ZYX",-0.157659509513413,0.312633887111559
"HSPB2","HSPB2",-0.0962741504789497,0.53415712772835
"ETFDH","ETFDH",0.199612152935301,0.193917038133218
"SEPTIN7","SEPTIN7",-0.282865046623829,0.0695050948908318
"ADRM1","ADRM1",0.433385174005432,0.00414333383526192
"IGFBP7","IGFBP7",0.068435334344106,0.674784421777
"LAMA4","LAMA4",-0.0956627307143178,0.536769000187043
"PSMD5","PSMD5",-0.311692171786151,0.039433652914424
"DDB1","DDB1",-0.0284577637734648,0.854507573454566
"MAPK14","MAPK14",-0.129824146349199,0.400948930990756
"CDC37","CDC37",0.102269333429492,0.508879110457395
"DPYSL2","DPYSL2",-0.26521977761107,0.0818707206931123
"SYPL1","SYPL1",-0.158674396318364,0.36259855579207
"RBBP7","RBBP7",-0.186481104590264,0.225500333295134
"SGCB","SGCB",0.0903215705104156,0.559845148190629
"SGCA","SGCA",-0.100702265409481,0.515427636862973
"FXN","FXN",-0.0151011673322829,0.922494864096669
"ECM1","ECM1",0.046433379225462,0.787996654620372
"CTF1","CTF1",-0.176888105880499,0.341130407432306
"SRSF7","SRSF7",0.0461499457498302,0.766107846175192
"CPSF6","CPSF6",0.102004775492573,0.559841916794897
"DBN1","DBN1",-0.135859089656683,0.615885095877496
"MAPKAPK3","MAPKAPK3",0.105441163102987,0.608205019332217
"PDK4","PDK4",-0.0350000537717905,0.839407846968154
"FSCN1","FSCN1",0.140455490334808,0.368997460811822
"DECR1","DECR1",0.0507897991798069,0.743354782168287
"NDUFA5","NDUFA5",-0.0367579334510098,0.81274583568962
"CLPP","CLPP",-0.0397587814741246,0.797766421307673
"TST","TST",-0.0965653013833921,0.532915562321838
"KYAT1","KYAT1",0.0758995417244343,0.624364489788774
"GUK1","GUK1",-0.116695721586581,0.578545546710749
"HAGH","HAGH",-0.365843245860505,0.0145983340514473
"H2AC20","H2AC20",-0.174757619677216,0.256544320316924
"NDUFA9","NDUFA9",-0.00474635905699947,0.975606437410028
"PHKG1","PHKG1",0.314199199303924,0.0377933979549042
"PPP1R3A","PPP1R3A",0.284055774695033,0.0616691355218925
"HADH","HADH",-0.104605734308589,0.499194302913166
"UGP2","UGP2",0.14707403361786,0.340748336936813
"AOC3","AOC3",-0.249559049603674,0.10232257627506
"ATP6V1F","ATP6V1F",0.102869240640694,0.581853526497869
"TXNRD1","TXNRD1",-0.0491256744283956,0.751491678804469
"TPD52L1","TPD52L1",-0.141948617340869,0.363877996351187
"IMMT","IMMT",0.179361606202366,0.244028646111383
"TATDN3","TATDN3",0.121262257107162,0.4621176925732
"HNRNPUL2","HNRNPUL2",0.0963484206097892,0.533840281223125
"IAH1","IAH1",0.0654263569132198,0.673062876763755
"SMTNL2","SMTNL2",0.178601513182991,0.246065900209151
"QRICH1","QRICH1",0.43811912735181,0.0469768208441258
"SMU1","SMU1",0.0229439236944232,0.888243586153869
"KLHL40","KLHL40",0.109209673135762,0.480390063502778
"HLA-DRB5","HLA-DRB5",-0.168194006915574,0.357482033214059
"MYLK3","MYLK3",-0.408337280122793,0.06610523099853
"LRRFIP1","LRRFIP1",-0.0896881673138148,0.567356520900722
"NDUFAF6","NDUFAF6",0.253827348079455,0.0963959376437727
"UAP1L1","UAP1L1",0.0431805295931368,0.837615540435709
"TKFC","TKFC",0.0790957781510705,0.609800201298074
"KRT71","KRT71",0.13617810192612,0.378093356119963
"TIMM50","TIMM50",0.134329470182377,0.384661794032801
"KBTBD12","KBTBD12",-0.18409528694524,0.450573596299189
"LGALSL","LGALSL",0.134552346494871,0.383866338704084
"CDNF","CDNF",-0.0207219134825552,0.893789427414197
"NADK2","NADK2",-0.0646019108986929,0.680654239965265
"ACSF3","ACSF3",-0.104528341044828,0.596563894692147
"PREPL","PREPL",-0.0480051938938494,0.765665650933469
"ANO6","ANO6",0.0273874418282547,0.859924072927066
"MIX23","MIX23",0.141624260518335,0.359133049357867
"FAM98B","FAM98B",0.0581326720053367,0.714601847062571
"HIKESHI","HIKESHI",0.103687238832482,0.502990340016556
"PDLIM3","PDLIM3",0.0578465054588654,0.709165927236742
"HSD17B12","HSD17B12",0.0664881545664413,0.668060783708043
"AGK","AGK",-0.0430549249829398,0.78139548060809
"LACTB2","LACTB2",-0.138825944458179,0.368802068816098
"EIPR1","EIPR1",0.0458389198008458,0.796852898265342
"HS1BP3","HS1BP3",0.198704088775783,0.238403595177656
"ACTBL2","ACTBL2",0.00374981873810241,0.980726995194654
"DCAF6","DCAF6",0.0818355371863924,0.59743313918541
"CAVIN4","CAVIN4",-0.13947964123552,0.366529499119957
"FLG2","FLG2",0.40122212725678,0.071441725489601
"DNAJC21","DNAJC21",0.0226975402664738,0.886546105069824
"HERC4","HERC4",0.0806506061334358,0.607170752927972
"PPP6R3","PPP6R3",0.151844114939096,0.32514282570811
"COQ5","COQ5",0.11427844661409,0.460125757862641
"EMC4","EMC4",0.0650471220048985,0.682344789990785
"EARS2","EARS2",0.151284840833667,0.326948945747315
"MIA3","MIA3",0.159741474235161,0.390679890496662
"PITRM1","PITRM1",0.180426440791338,0.241193850141219
"WDR44","WDR44",-0.0621651880118611,0.710809091974241
"COA6","COA6",0.0842747212545718,0.586516297140736
"SPECC1","SPECC1",-0.149286154805169,0.496599173982059
"TBCEL","TBCEL",0.103275928722867,0.631067460070762
"COX20","COX20",0.0995801682642326,0.520142462892481
"C6orf136","C6orf136",-0.0638123380717021,0.680693176788232
"PHYHD1","PHYHD1",0.0364858710787602,0.816319769211035
"HP1BP3","HP1BP3",0.100683743529011,0.515505288122023
"PERM1","PERM1",-0.0465354432595735,0.764209711285199
"ODR4","ODR4",-0.0561493749812627,0.737753428673506
"HYI","HYI",-0.259019394206921,0.101989032329881
"FNBP1L","FNBP1L",0.204720764631323,0.326273270662743
"THEM4","THEM4",0.0788846644685078,0.637806161804362
"IBA57","IBA57",0.0247817709146446,0.873136502647827
"HECTD3","HECTD3",0.254921410643879,0.133494302492966
"RBM20","RBM20",0.165293556642257,0.314602342003335
"UBR4","UBR4",-0.00683503101167485,0.964877525372203
"KIAA1217","KIAA1217",-0.0528117477545686,0.733505400704937
"UBAP2","UBAP2",-0.0592888471967178,0.702244408416723
"CPTP","CPTP",-0.167436844969135,0.277316095997284
"DCAF8","DCAF8",0.106869943002132,0.489899617236888
"ATPAF1","ATPAF1",0.106818906664831,0.495382764912478
"DDI2","DDI2",0.0360371239649611,0.837164086256024
"NDUFAF5","NDUFAF5",0.158594110409308,0.303839365097798
"NT5DC1","NT5DC1",0.0964613501053322,0.533358684003623
"MICOS10","MICOS10",0.0127486473132821,0.934540364083015
"CROCC","CROCC",0.0357508712170673,0.862349608805589
"LYRM7","LYRM7",0.27584839379068,0.0699181994213172
"EMC10","EMC10",0.00536227507705076,0.973456339313051
"OBSCN","OBSCN",0.121989916390044,0.430201353009382
"MYOM3","MYOM3",-0.131523136182238,0.39476061845784
"BROX","BROX",0.166160486999481,0.35540226798095
"MLIP","MLIP",-0.12338901311823,0.424891446912924
"LYPLAL1","LYPLAL1",0.176900221542272,0.250667366947396
"SYPL2","SYPL2",0.216021653747651,0.159022755284584
"ECPAS","ECPAS",0.136870809454636,0.375649327900777
"STYXL2","STYXL2",0.109369849219775,0.490521369439196
"MICOS13","MICOS13",-0.124053274020219,0.458060776418803
"RNF123","RNF123",0.325415561587564,0.0311250416811745
"EGFLAM","EGFLAM",0.199620300797767,0.193898467115992
"WASHC2A","WASHC2A",0.0124344934798888,0.94177207834687
"STEAP4","STEAP4",-0.0874877319650749,0.698649306146522
"SEL1L3","SEL1L3",0.1624657061374,0.292033407299492
"ARHGAP17","ARHGAP17",0.0242455758215044,0.877352297632109
"DUSP29","DUSP29",0.297284575682463,0.0500247417057847
"BRAWNIN","BRAWNIN",-0.0998413689971937,0.550909906665761
"DUSP13","DUSP13",0.152985619737466,0.327375572041918
"ADAL","ADAL",-0.0137251163508768,0.932126465609497
"NXN","NXN",0.291677426149128,0.0547223291152348
"H2BC20P","H2BC20P",0.0681787926126816,0.671893989610661
"CIAPIN1","CIAPIN1",0.280663737607116,0.068297454859467
"SMYD5","SMYD5",-0.125083214149553,0.4185112330121
"PTRHD1","PTRHD1",-0.026544502803441,0.864194360904342
"ABLIM2","ABLIM2",-0.127074422591403,0.411082468951705
"LAMTOR1","LAMTOR1",0.210273265939776,0.170682393346061
"DHRS7B","DHRS7B",0.280729784554144,0.0649131146434646
"TWF2","TWF2",0.0870358972572462,0.574267086096297
"RAB12","RAB12",-0.0924609213156556,0.550546769008102
"RCSD1","RCSD1",-0.00226592077950948,0.988781889787984
"PDE12","PDE12",0.0754936584657812,0.630413374658973
"MYORG","MYORG",0.220895384666608,0.216700981054305
"SLC25A24","SLC25A24",-0.0730839752331518,0.662797426389446
"ACSM5","ACSM5",-0.200508602174336,0.288053419741926
"HIBCH","HIBCH",-0.020137437625538,0.896768768301749
"TAPT1","TAPT1",0.238169284540533,0.205009198355549
"CAVIN1","CAVIN1",-0.183261349788264,0.233756013798944
"TATDN1","TATDN1",0.0442971199690748,0.775249607123023
"C8orf82","C8orf82",-0.190174523018182,0.22189852643084
"PRPF8","PRPF8",-0.108399665716362,0.554822748013613
"FDX2","FDX2",-0.122098598021452,0.505595359139552
"FAHD1","FAHD1",0.0771617499622269,0.618595660616999
"LMOD2","LMOD2",-0.198148193892638,0.197274219978996
"MEAK7","MEAK7",0.0547532123573197,0.804034276676994
"VWA1","VWA1",-0.223648376514934,0.154512113937503
"SLC27A1","SLC27A1",-0.0422927348365589,0.785173036452108
"PGM2L1","PGM2L1",0.276548526146509,0.0691821360355388
"SKIC3","SKIC3",-0.0069622133480549,0.964224404937917
"DCUN1D2","DCUN1D2",-0.120218932677539,0.436975589047774
"DARS2","DARS2",-0.0161919053477387,0.916915653273901
"TMEM65","TMEM65",-0.0250694919259162,0.886330406727686
"CNST","CNST",0.097614702480635,0.528452270831869
"LARP1","LARP1",-0.0164606706567694,0.916561355827683
"CORO6","CORO6",0.274591710371114,0.0712549008621375
"POTEE","POTEE",-0.00427922638630252,0.97881614700887
