"","s02_t1_post","s02_t2_post","s03_t1_post","s03_t2_post","s05_t1_post","s05_t2_post","s08_t1_post","s08_t2_post","s11_t1_post","s11_t2_post","s13_t1_post","s13_t2_post","s14_t1_post","s14_t2_post","s15_t1_post","s15_t2_post","s16_t1_post","s16_t2_post","s17_t1_post","s17_t2_post","s18_t1_post","s18_t2_post","s20_t1_post","s20_t2_post","s21_t1_post","s21_t2_post","s22_t1_post","s22_t2_post","s23_t1_post","s23_t2_post","s24_t1_post","s24_t2_post","s25_t1_post","s25_t2_post","s26_t1_post","s26_t2_post","s27_t1_post","s27_t2_post","s28_t1_post","s28_t2_post","s29_t1_post","s29_t2_post","s30_t1_post","s30_t2_post","s31_t1_post","s31_t2_post"
"UGP2",-0.2117906422536,0.0427738526618988,-0.173395709246901,-0.0348010514478005,0.0515520859350005,0.272626013980599,0.190736515066501,0.329662253320802,-0.283162301256503,0.245799196616503,0.231111124521899,0.146416278259,-0.214439690502399,0.201103864129099,-0.0165995150623992,0.0403003321975994,-0.153884775907798,0.101369258025901,0.0640508425273012,0.2921469571911,-0.115422116330702,0.146307019244098,0.293743931105499,0.2462049445828,0.3053982295536,0.366620095918698,0.0416158798909976,-0.00819226404180284,0.16487215231,-0.131483695909601,0.0317061471224989,-0.0404426034906997,0.0329772128619013,0.327557250383201,0.00629284634119998,0.216764022711601,-0.154845117377601,-0.160870568162402,0.160433446082703,0.237802842326698,-0.1085000992788,-0.0730930355569974,0.3462966967586,0.0623244519037982,0.198439636692701,0.1593597284457
"AOC3",-0.2738864822206,0.170746646529398,-0.402965910003099,-0.261262117025199,-0.4659804693169,-0.2811255702937,-0.471175258103299,0.282026499394201,-0.382789408925099,-0.4448387511341,-0.604210108745001,3.6319897820692,-0.346700477769,-0.343657300986299,0.0983631802683984,-0.672192194222799,0.1205903762867,-0.2383606683106,-0.265897822094601,-0.2988596702577,-0.4792158246184,0.100213054960401,-0.207284323449901,-0.122005062321699,-0.8709158732535,-0.4987254032356,-0.389375644630499,-0.440409026546901,-0.140365060516999,0.0351620922878002,-0.0781909498240996,-0.5288120328229,0.8664995118262,-0.279581269244598,-0.0387312164596008,0.0391750679430984,0.984848162103601,-0.3971382220412,-0.358239063508501,-0.2043405787594,-0.8401454727267,-0.0837969313644997,0.405990876212499,-0.271379401246501,-0.3612048913621,-0.2026654046825
"ATP6V1F",0.1275865858372,0.60486557039494,-0.0387321269954004,NA,0.257433209988799,-0.434394245426301,-0.155174682216499,0.4558607382261,-0.259019013126801,-0.4177012776089,NA,NA,-0.2338086099086,0.73052021872115,-0.125427436896199,NA,0.821127672089871,NA,0.616683259854749,NA,-0.78827958544553,-0.0511819020582998,-0.59741997507302,NA,NA,NA,0.0898514586321806,-0.235696830633859,-0.3056461225792,0.132262131858301,-0.3075548253862,NA,0.53168961379051,NA,-0.188570920456799,NA,NA,NA,-0.13512719110159,NA,NA,NA,NA,-0.0982077504977994,-0.0217233535489001,-0.92017019966076
"TXNRD1",-0.116419028279299,-0.1940389636995,-0.2865688910743,-0.1060369251352,0.0763529223749,-0.213565887345199,-0.0370494326049009,-0.0895997744657997,-0.377740631158,-0.261573903593099,0.0510253648656995,0.2500788854519,-0.117554046011199,0.0176483446137006,-0.1173228683326,-0.180784784372701,0.00347212392339991,0.0927563646607013,-0.1278953520766,0.0197200643734998,-0.645368903613399,-0.31342325518,-0.1548198016622,-0.221347662212601,-0.0374577569204995,-0.0829337437096012,-0.220688804047501,-0.0989064406292997,-0.00878194023070122,0.0430475169084001,-0.3098389022178,-0.2903710227395,-0.104451985423999,-0.102983389906202,0.1571879371796,-0.0357617102422996,-0.0531937754981016,-0.735339977167,0.0373682040003001,-0.0942820478058994,0.263170512951501,-0.124755167697401,0.0985809741364996,-0.0497198263035994,-0.0252649626524999,-0.1179024585088
"TPD52L1",0.406684311985289,0.272354321943871,0.00972820643769978,0.57191273152355,0.293551921721599,0.0617171484438011,0.0475706558395999,-0.8494612567041,0.381640605719401,-0.105971293550191,0.325722177062111,0.70350693571519,0.305986322388001,0.0386118044554387,0.120377570309699,0.0218684891107799,0.877565669258001,-0.0170514303895999,0.0161151212508006,-0.0983473343397687,0.246156344863,-0.52507629018621,-0.180502302597199,0.571297579284609,0.0873023397807984,-0.11443880363805,-0.0539396396188003,-0.14328180905339,-0.223086123538099,-0.73558082686583,-0.0217644693882999,NA,0.7754254296454,-0.2046980362644,1.07187834972184,0.697961899274599,-0.649414467907501,-0.899385186937009,0.673287480237619,0.92223892079387,0.14739165165369,-0.55358718847797,-0.110822374741199,0.473924092353901,0.2712943670687,1.61694126828993
"IMMT",-0.424792256486601,0.133283074657299,0.1212676340615,-0.0833870847775984,-0.0607244867096988,-0.172863826243599,0.0125530266771001,-0.104899059723801,-0.0583502455873024,-0.0131386208934003,0.0418147421407014,-0.127177055090399,-0.077149420817701,-0.1240460578551,-0.231953739635703,-0.398370877210098,-0.1436192972544,-0.047309336997003,0.0170679855438998,0.4333299897649,0.255800749814401,0.2413555161588,-0.192564391419499,-0.182644920426801,0.107832172334899,-0.0499209404166017,0.169716042965,0.1706551205816,0.293787952932902,0.114965973832103,-0.210603154997798,0.303247612391299,0.0926671941599011,0.272597914326999,0.0736174674729,0.102037009186201,-0.0729022233291978,-0.3133787898793,0.149468780237303,-0.129601234403701,0.0315404553821992,-0.150542179199402,0.427345744443102,-0.252884449918199,-0.0901690350892004,-0.0365127290947989
"TATDN3",-0.348671843434701,0.0603236934466,0.404715284938801,-0.200900027221229,0.139773099657601,0.5100943419109,-0.171515993362101,0.270728903936,-0.345724162267601,0.476314488715701,0.273811060013999,-0.642017389939999,-0.168215076982799,NA,0.231784269427839,0.8351297618907,-0.0581139278866001,-0.239575113843401,0.247595412523541,NA,-0.7839515732307,NA,0.0646276922471305,0.00344638704259914,-0.317212887865299,0.4516722662145,-0.025106470484701,0.123729924112899,NA,NA,-0.3574141697418,0.309341060900701,0.662711956931501,1.45088685540264,-0.0216761229044007,0.3177982345169,-0.1669676628768,-0.0202525295102003,-0.473456073006,-0.0276986864519007,-0.387851329808401,-0.893873664556999,-0.2063145581991,0.87017777086785,0.205807169425901,-0.368379863838001
"HNRNPUL2",-0.198998064544099,0.0314437492741,-0.1690684187611,0.2606877320971,0.299196399898999,-0.0195500301100999,-0.050665493288701,-0.125351121284099,0.7102034786265,-0.255656560691,0.254882138969201,0.273169979121899,0.465869023730999,1.2456310980439,0.290906987347499,-0.682308939099102,-0.2603169602476,-0.3106088680016,0.2432827484177,0.0297333301801999,0.353499436177799,-0.2320109367597,-0.0699884869745002,-0.4874312044132,0.0273552941524997,-0.244684353587601,-0.275001348813399,-0.3330530001141,0.348471630958301,0.245819391536799,-0.0468699262861989,0.320481148815499,0.1762685333323,0.0240463696786986,0.2433327637556,-0.00736925976110037,0.435317164976601,0.0934959064293999,-0.0398441634404989,0.0630376840639997,0.148457530361799,-0.184506572126999,0.194487968155599,0.462204425075001,0.0882648451721,0.389747043471601
"IAH1",-0.0678566124818012,-0.213739884032,0.1300204327703,0.0392737094347009,-0.1413741545287,-0.292462288406201,0.348216136076701,0.2972092122418,-0.00630177294519996,-0.1066884194151,0.1466570871656,-0.150114835194399,0.0456509253962007,0.452819865753899,-0.0476334719585996,-0.1158456515906,-0.0338004744045008,0.0337795929000997,-0.3965762003708,-0.2757878577518,-0.439022045022901,-0.4227279879631,-0.5032082627189,0.101338948923701,-0.148262195942999,0.178623834295999,0.265547458915099,0.3679574679123,0.0934354527978005,-0.0710202362526999,-0.180040318727501,-0.0289238000538994,-0.2850641636887,0.4240689645885,0.131482016106801,0.541072579220002,0.0602332263028007,0.0928309346407996,-0.3293925197035,0.165760140116099,-0.0251549102457993,-0.560150530089,0.812573906442601,-0.5648515592894,0.3458563752637,0.0715933654525998
"SMTNL2",-0.108542205705701,0.1543319287278,0.434350322959499,-0.0286737840265996,0.1211353819936,-0.0629494997505002,0.0235265946953991,0.0420573006864,-0.324697190261301,-0.0793987369840004,1.0560946122749,0.846628471205001,0.3622002270543,0.126689035350701,0.2266058879244,0.2431300644401,0.708272671320001,0.0323282858184992,0.318891200914999,0.3360602354658,-0.237483364129799,0.0318335201168001,0.0967840635226995,-0.212393185195101,0.392335028050599,0.0879515054612003,0.0717553922640999,-0.3429991288937,0.230272326052699,0.293108039622901,-0.107091302741299,-0.3244460624492,0.0486415875012991,0.408782658820799,0.0628925183890008,0.576835870965201,0.7261866328182,-0.4228307321778,0.686626723615001,0.1535798503048,0.4710351963089,-0.436272072148601,0.742218017283399,0.2785689667366,0.458337018638101,0.0194190353433008
"QRICH1",NA,NA,0.00331564721810018,NA,0.454342755895379,-0.491542493538359,0.295849256796499,NA,NA,NA,NA,0.2476196730266,NA,NA,NA,NA,NA,NA,-1.12874775303238,-0.57281771012401,0.1128783306762,NA,-0.263788392481301,NA,NA,-1.54272059362821,NA,NA,0.480354641355779,NA,NA,-0.6340412151155,NA,0.440196555101739,NA,NA,-0.4679002076366,NA,NA,NA,0.21070644438085,0.39751003416983,NA,NA,0.649910970867319,NA
"SMU1",NA,-0.209155351574001,-0.077220677659799,0.397721966724299,-0.2871647883879,0.210934994169,-0.0103292238722901,NA,1.3954546352554,-0.0206964137140009,-0.703988190039599,NA,0.688903753985199,0.716958062550889,-0.2035409172437,-0.59740559584492,0.2119196155565,-0.701194840993699,-0.21812393636983,NA,-0.43573288860102,-0.499938909992501,0.3026710626343,0.691079960367571,0.1066663005733,-0.684279663320529,-0.660579710148699,-0.5845243969859,-0.0166772537575,-0.851246533740499,-0.4484352959972,-0.643798451814231,0.337965438632398,0.471124012213901,0.133440624824098,0.2659288524735,1.29077718670487,NA,NA,-0.285239064200901,-0.286635554456701,0.527608703548919,NA,0.37903752625833,0.226241168736101,-0.566114111216251
"KLHL40",-0.360998473103798,-0.260342953006202,-0.0709635986216988,0.344966871924598,-0.1341041648143,0.240161295618499,-0.592288928867802,0.235804474750999,0.377776568814898,1.0202639455593,0.0204027421253983,0.790066699377597,0.1428511139537,0.0805760051843016,-0.071367352063298,0.6153007236578,0.376355500394599,0.2979294991137,0.2603070382815,-0.147404866943099,-0.2461682389145,-0.7088715414496,0.181630273014697,0.360214000795402,0.1755947970668,0.1190849154661,-0.0789717573881994,-0.498574690090297,-0.367210078836198,-0.286125648982299,-0.068809018354802,-0.173903065611999,-1.1767158335638,-0.951369947145501,-0.0901430367712024,-0.168570909551001,0.651718747455298,-0.1288721876709,0.110855697399199,0.328582262620799,-0.178929818527401,-0.426309932198198,0.489980641580299,0.297532067913901,0.175880639307302,0.354908793417302
"HLA-DRB5",-0.4366434671051,0.62204063350725,NA,NA,-0.852101736298481,NA,-0.2043016858575,NA,-1.20563253080973,-1.2183273732854,NA,NA,-0.0244699476948096,NA,1.41226247418957,NA,NA,NA,NA,NA,NA,NA,NA,-0.92908085938722,NA,0.1948771753336,NA,0.458133175952879,-0.19324637427308,-0.265194610470299,NA,-1.16272378221955,-0.332813168843201,-1.14027843597143,NA,NA,-0.0225829603736809,-0.11871373034457,-0.84884617249114,0.0879394066452992,NA,NA,0.1667429297973,NA,NA,-0.59254274960842
"MYLK3",NA,NA,0.0585352784127995,NA,0.214697960198301,NA,0.4924015877904,NA,-0.4322107419978,NA,-0.310726505587901,NA,-0.99957415950159,NA,-0.524096390563599,NA,0.7276401804864,NA,-1.0296372212075,NA,-0.382933798502801,NA,0.2211185119713,NA,0.0994356822849003,NA,-0.3574788384171,NA,-0.740832273719089,NA,0.582521134761,NA,0.387908312925699,NA,0.7518012813696,NA,0.1353783165554,NA,NA,NA,0.91855949269873,NA,0.1753065594828,NA,-0.881933511650301,NA
"LRRFIP1",0.317489340350901,-0.1573514464827,0.0856299073921001,0.3887604300664,-0.0303265119728007,0.2837023106214,-0.6707921443156,-0.108294687735899,-0.229933045816701,-0.2297916806854,-0.5394683804516,-0.209869058465001,-0.285038038925501,-0.4077169656672,0.385416225791699,0.459826083408799,-0.379827123823599,0.312869672403799,-0.9728385218594,-0.5973601010786,-0.3147727727304,-0.1704639792158,-0.1502987107125,-0.207347854064601,0.156487016314099,0.6312953485651,-0.7356648502944,-0.0202488061436998,-0.283996255766501,-0.167110352583201,NA,0.140673335955999,-0.388558929749498,-0.261864447994899,-0.4617951803328,0.0373027494191991,0.497951079969999,-0.327138229756001,0.0991915832454993,0.233548906108501,0.3638644107515,0.609834220883599,-0.0523680992069,-0.189850144662699,0.3786454104761,0.2078998251302
"NDUFAF6",0.0319250876965,-0.1335207692717,0.0909321519108985,0.0982117874638995,-0.122314767220701,-0.0806991515337003,-0.135592988155899,-0.0241436169392006,-0.1957679494838,0.3176554735875,-0.0708249199148003,-0.5532568004363,-0.0956626566725998,-0.2564255560404,-0.271367622244499,0.0702260292353998,-0.0732324433171989,-0.0825515841885007,0.184542714007099,-0.428449796612099,0.2434089577938,0.0419236522571005,0.502271745477799,-0.2462369198395,0.3193979351778,0.132363275630899,0.5782105327322,0.446729096556099,0.4651109782285,0.3637348961442,-0.427521914141801,-0.142999446938099,0.477981335166,1.008582460202,-0.0865056494900998,-0.372756312259099,-0.360957845922,NA,-0.3788902544891,-0.2057762886073,-0.5740274626285,-0.0636302926503998,-0.00686584300459891,-0.0831017825832987,0.144635740613801,-0.300324541513001
"UAP1L1",0.7443470972777,-0.332532675078001,0.0779373180535998,0.2216515571731,NA,0.311257159383901,NA,NA,NA,NA,NA,NA,-0.0320255941977994,NA,NA,NA,-0.0378171960251983,NA,NA,NA,-0.199016217541299,0.601909837126501,-0.332851535096401,NA,-0.0860289622864006,0.0529183686355896,NA,NA,0.580747228459401,NA,NA,NA,NA,NA,0.2724654122527,0.431180263225,0.815901103503419,NA,-0.6159514837233,0.5208958932587,NA,NA,NA,NA,NA,NA
"TKFC",0.281732046969699,-0.1811333902793,0.148852834391301,-0.5530048991795,0.115115960495499,0.1194053628956,0.0390852249913998,-0.179250424042699,-0.3230896579595,-0.2728287507232,-0.0924391710052994,-0.2402291601848,0.0572678109540998,0.5655923371885,-0.0561938657225998,-0.5468059386339,0.212555120165401,0.263624754356501,-0.0432407323754997,0.0540421698909999,-0.176091120439301,0.0639192018951995,0.262633920313501,0.279064640656999,-0.134648606207302,0.159731187373,0.525572776816199,-0.0177551563187013,0.0479199835124007,-0.151709020014799,0.0839254931365012,0.175489433804801,0.684831475769601,-0.339313218021699,0.246813098668399,0.1033261860913,0.5921246345884,NA,-0.3398717493235,0.232065502803701,0.177654246986201,-0.2247530914146,0.1188985267336,-0.1556156960068,-0.0141727617019001,0.163429727678199
"KRT71",2.9734487691608,1.8105044713251,-0.845594803581999,0.95355028783071,0.0537363050996991,-0.725617306783501,0.116703620838202,1.9234560217737,-0.0893110436043099,-1.00978709385688,3.1234570132609,1.458563158697,1.3598472176954,3.1495596818692,0.9244642402792,0.7200821743643,2.35971222925398,1.0122374189578,1.2368042661432,4.2500172873504,1.4809595362352,-0.384013460161501,3.3460104257682,1.2216054646091,-0.9855280832577,0.874818586093001,0.732779646889799,1.4409568426134,1.6055399051383,1.6524114141117,1.4927051052647,0.7246116949553,-1.2048030127964,-4.48211453960287,0.721962717424699,2.9554109164142,4.41032698752356,0.132702856704,-0.868073574465699,1.483200174595,-0.125393858417299,0.897868343952799,1.1501598740798,1.8074436188807,-0.5963846967711,1.7539743823438
"TIMM50",0.270240413335099,0.279036308542301,0.421896528832901,0.3636481237022,0.1901167976245,0.1228642190577,0.253008482971399,-0.282677512777401,0.3081154929713,0.4104396073849,-0.0514592757995,-0.0115510767342997,0.1452033687716,0.6152440021631,0.242474223672099,0.192944054589001,-0.0699693538178998,0.1670365785568,0.1658336975723,0.0261212978842007,0.323281437847299,0.2156917305386,0.246854811051401,-0.0881789384985012,0.246013590731099,0.2230337140857,0.1839651919889,0.0743135993535997,0.2646152165321,-0.1636150003796,-0.0617866157726006,0.2270721535373,0.269789316872501,0.5452912382804,0.0338378762653999,-0.0381504428544996,0.268799068693001,NA,-0.0379863408837,0.2159555576009,-0.412358932393401,-0.2767644253551,0.464605756537701,-0.493784246901098,-0.167820596627401,0.0820339754604991
"KBTBD12",-0.32794404442827,NA,-0.0970638583248391,-0.0346650243419901,NA,NA,0.71982414665961,NA,NA,NA,NA,NA,0.174509718838131,NA,0.0039823804340493,NA,NA,NA,-0.210202692646011,NA,-0.3476710059641,-0.245146341461499,NA,NA,-0.2648030354526,NA,NA,NA,-0.0656391717322204,NA,0.1077488115468,0.4088065257138,NA,NA,NA,NA,0.52138901250232,NA,-0.321671140689139,NA,NA,NA,NA,NA,NA,NA
"LGALSL",1.064570969721,0.0417418284997009,-0.0521431138359993,0.2666022117408,0.5389590667757,0.898456426426399,0.5561823102387,0.537580510376401,0.499679051384199,0.131939451325099,0.420586255538201,1.4490395139168,0.402507791840401,0.0627610406993,0.4840479513755,0.493749855880301,0.446830137970501,0.3584835945117,0.522323906548301,0.9705435326313,0.659053559828099,-0.1897171378219,0.9269799431246,0.590991981749799,0.4886598672601,0.3558915769755,0.3051306176024,0.0199460575125006,0.218451452381199,-0.4877684710809,-0.204253945933699,-0.0196166848000008,0.0402679087333002,0.335639356407301,0.4567735080914,0.455113082418199,0.4806507795789,0.2198571488805,0.374478418044001,0.4750335770437,0.3364080054433,0.333051693049899,0.7500704293151,0.267747111036702,0.534282211096102,0.4110763838029
"CDNF",-0.497885040375301,0.00536065767779981,-0.195628371203998,0.0764645444939003,-0.1393803342974,0.5445763053112,NA,0.418358238166,0.245074122175,0.108283568884801,0.0702434227035003,-0.6671566318978,-0.205548247302199,0.162821416607001,0.2794898261696,-0.244690180342801,-0.340547324535001,0.1229640117039,-0.0323707233853003,-0.365285742644401,-0.429959205166499,-0.117933687338999,-0.0820298354722997,0.0551864397153015,-0.1283355223083,0.1598157497488,0.098033042656601,-0.7175202769614,0.132528013687201,0.166909455507499,-0.1775256514864,-0.0297704912041006,0.3861999577624,0.268309888790201,-0.133769844047299,-0.303317579745499,0.420087606577798,-0.377459090171699,0.512977837070899,-0.0851541389175008,0.0404106148676,-0.2278406395278,0.942320225589899,-0.0318364340077011,-0.075590072710499,0.0742089035537994
"NADK2",0.1821151849734,0.218449657566101,0.2261771557445,0.3603189018769,-0.0426930731547994,0.0422669679815009,0.515213475681399,-0.6011006671316,0.214008749417399,-0.1449842262299,-0.2581273609725,-0.386458523910301,-0.1090465355365,-0.166576208868999,0.1757789712419,-0.265479297378899,0.115432756632801,0.296307405941599,0.3399562191554,0.190189908318999,0.0812122353855003,0.1190581501805,-0.1138270239276,-0.334937778995601,0.00843706410790013,-0.1247423274499,0.3752282098677,-0.2192229410855,0.379417233058399,-0.2275862049853,-0.273545682278799,NA,-0.191044857417801,0.3152989919157,-0.073824171821899,0.441215878759701,-0.117883512511201,NA,-0.0499413315511017,0.133837986237001,0.414004677872601,0.442696605139101,0.5723701969224,-0.1893597860753,0.1471902085081,-0.0175118469219004
"ACSF3",NA,-0.0389857228880004,0.818789253187299,NA,NA,NA,0.0944405841322009,0.269375317361799,NA,NA,NA,NA,-0.3420451740815,-0.365755681641799,-0.267874436710001,NA,NA,-0.904716733926799,NA,NA,0.402474707968802,0.0902814169918997,NA,NA,0.4896825135573,NA,-0.397175254971499,NA,-0.2313172355841,NA,NA,NA,0.1539417401004,-0.479509627055201,NA,NA,0.00242491022219937,NA,0.8295109433445,-0.1565993050547,-0.747313373381701,NA,0.0737757933582994,NA,-0.322218156583899,0.5928230142469
"PREPL",-0.5456003738389,-0.2513152346643,-0.0684705810057,NA,-0.721802136141701,-0.391910228316801,-1.0525295825839,-0.342185200642799,0.411804080247499,-0.242604323046601,-0.00893025003280101,-0.2190087471096,0.1010623897679,0.192226353580601,0.0103835605362015,-0.00528425917649855,-1.0204527693277,0.473761017742401,-0.364843191167999,-1.3175486752133,-0.7136882171474,-1.3852388908002,-0.8134513748531,-0.0234271438947999,0.212875379928999,-1.019587691428,0.234917511475899,-0.356066965182601,0.0623479706357006,0.0474711514895994,NA,NA,0.249852742064201,-0.7426079278726,0.1925433755772,NA,0.6311908595526,-0.1533517275261,0.0142917540367993,0.0196284751883997,0.1303491362081,0.00340501143749883,NA,0.225287024500799,-0.456503417919501,0.263468299973301
"ANO6",0.0653816764050994,-0.416596410209001,-0.5157954389514,-0.1414394328088,-0.613133009295899,0.2546528295734,-0.016833289573599,-0.319508175592,-0.225311524827299,-0.097010369330901,0.282037357963,0.3135613339313,-0.287510407348199,-0.482184477786401,0.1618901224151,0.2874077256033,0.209757297062799,-0.327647031030899,-0.2305161489528,-0.277852933276399,0.169034352467101,0.185002313170999,0.0221305303210002,-0.415096387772799,0.330106927208801,-0.0234536075528009,0.332401483823601,-0.33600360024,0.3234830900148,0.114831016079799,-0.0908919663505987,-0.106036649059099,0.1929177366363,0.0461692266528999,-0.258703169738601,0.0549776606109997,0.0356618623395004,-0.561642873217,0.235729335302,-0.359680928518399,0.0639476411676014,-0.0820768654138995,-0.157059066753799,0.0606654633799,-0.1126372280167,0.263590036462599
"MIX23",0.538988407317401,0.1865249770155,0.0421960090009001,0.191815080144199,0.0552484798374007,-0.0627039935380989,0.1859716723737,0.220690936010399,-0.0848743817986009,0.2702196288867,-0.356449791276299,-0.6955017813168,-0.00342450487890034,0.5955634927323,-0.0447285106434006,-0.427912904312199,0.297208824971602,0.607913913717699,0.304003195682599,-0.116151844874899,0.333024336342501,0.0489301588738993,0.0233351947410991,0.0612026346810008,-0.1612584525577,0.3819107607824,-0.1736893557163,0.2007523653707,0.458361335144399,0.0303051152563008,0.346862729922899,0.132470435042499,0.401843515716999,-0.0960463794326003,0.294740407224701,0.4491530206082,0.0671038972539009,-0.1958550423969,0.4898301083681,0.235873482413899,-0.0532875076466013,0.0796194177143992,0.456425826363599,-0.1245773067537,-0.0614764095000009,-0.1574717316101
"FAM98B",-0.277759553223701,0.987846421800199,NA,-1.1605519322924,-0.863609369335199,0.1578129732154,0.3864675288202,0.0139527589245994,0.110858783038699,-0.0900073247216007,0.449928652703401,-0.189581017582201,-0.0629127849742002,0.0451195373168005,-0.0743983041527994,-0.174721115915599,0.2827391660612,0.6147231868564,-0.667329673366499,NA,-0.1871533158092,-0.243320769216499,0.0246112471293003,0.461933402595999,-0.479462263418799,0.486117151992399,0.0161391177593,0.140028616874199,-0.275104177900898,0.319531127130499,-0.0230038361892007,0.531887735964998,0.609805009186999,0.1316896370219,-0.438559423493899,-0.00364681342609963,-1.0889293595884,-0.566159626226201,1.01742675939442,-0.00517641875259933,0.209445150723901,0.6992131567476,-0.5485155045913,0.3197280530336,-0.0767215974404003,0.0548118333558012
"HIKESHI",0.3229523347743,-0.322272122217299,0.4524711549487,0.2864166787933,0.0744198309810997,0.107199663225201,-0.186869529832501,0.2685944937264,-0.279827863063099,0.104723416772,0.260121225907499,0.696171225960999,0.1522920469114,0.0340074523057989,0.00260783210490168,-0.0632191144343004,0.0858742000804007,0.227144039345799,0.445321946879899,0.137600985207699,-0.2685416633697,-0.0408428462839012,0.1773239811419,0.428138514999299,-0.301458403278,0.277803490248299,-0.0602813943696994,-0.254356775350901,-0.324020589900702,-0.0203338105004001,0.1530366174539,0.160258205713999,-0.4091705315625,0.0274382125376995,0.0515371821835,0.0349545811008998,0.433184347508,-0.1964249122551,-0.2196482874245,0.2406082362251,-0.1712962184061,-0.0629603739802995,0.457289355863399,-0.0871056166272002,-0.0526119067191999,-0.0825549421857001
"PDLIM3",-0.2509899025703,-0.561916921786601,-0.2873544342578,0.147997114063202,-0.176314437052099,0.0288640384771988,0.0127378415694999,0.260125148608001,-0.136223956963601,-0.0596666262322003,0.480274473120698,0.642734179858198,0.0532958902475009,0.3736232661883,-0.107733278694603,0.418446665361,0.2793960531748,0.124287339196101,0.0912694515861006,-0.419169637200302,-0.264889840689101,-0.254063511436399,0.152487134609299,-0.0195058127812011,0.180582199823203,0.2189072125683,-0.210717986460498,-0.4124458271123,-0.372536741127298,-0.1903612916235,-0.0602407252404973,-0.372707433687701,0.1050351075972,-0.2187655313456,0.0258989375988001,-0.117725864163599,0.0468154014149995,-0.2522068822059,0.269608266712101,0.326383005488797,0.0727462571990998,-0.318502993829803,0.6652522701336,0.466866356621601,0.258342897032801,0.354111998097302
"HSD17B12",0.140545164713199,0.0175443943191009,0.323923219434299,0.3429767596629,0.266417294873801,0.3090945723779,0.0848313455855987,0.0344327250742005,0.2180823409431,0.0615416331588996,-0.0641705585835997,0.8080808083973,0.174248748208299,-0.0129729274837,0.2065435328582,0.112380670204098,0.1232792625307,0.3523887897209,0.0519570438036006,-0.168400099884,0.535055595754301,0.0128732007139991,0.132208324595,0.5566782762389,-0.322895498404501,0.0627233792985997,0.2010115744204,-0.461669858142999,0.0673462694072988,-0.0882638176674,0.7062749832281,0.184753343338301,0.2501699906712,-0.401167742281899,0.475877882376199,-0.037280179803,-0.0505120056341006,-0.845661494012701,-0.238200570485199,0.0677645637174003,-0.235287521161201,0.0161142405609009,0.1840403793638,-0.447888008727199,0.1302095538428,-0.1545360954829
"AGK",0.255057706131801,-0.2084705389842,0.202958872061199,-0.125541995180798,-0.181533831784501,-0.5528835299048,0.193046487618901,-0.912270000975001,0.4296508398696,-0.0986794899549999,-0.3176704506979,-0.726931270317001,-0.238472547318599,0.0946045547864998,-0.2453820863545,-0.243615276249299,-0.215519177114599,-0.1549562873232,0.2834818027992,-0.3178676703079,0.2394285238249,0.6141061770973,0.0199452480476001,0.274357692044601,0.3144886515535,0.149682938487301,0.355873672185501,-0.293550451545999,0.8593366649405,0.0797698458468012,0.0485081643029996,0.312238594979402,0.854576369400499,0.0315506143719997,0.5547579777373,0.0141441880851989,0.1138806610708,0.0620696953486011,-0.538473478934801,-0.2827083217982,-0.0677651761518003,0.8008924080057,0.0851056245529005,0.232403343578101,0.209266479627701,-0.523122057901901
"LACTB2",0.605872066679801,0.0633769017838013,0.1324323389134,0.1163982732946,-0.0831553937422012,-0.0113647416338001,-0.1063415930023,0.497749310276198,-0.197210687528999,-0.1685291202241,-0.0568551995422002,-0.2612669705569,-0.2334063871556,0.594685417783701,-0.098956251445701,0.1023778112047,-0.2412501491768,0.199223766649901,0.460078959125701,-0.173539609007101,-0.0367411415992986,0.357065051749501,-0.0484760853194999,0.5164221683465,0.0996347860657991,0.7988453756273,-0.284934408573701,-0.4550413193703,-0.207776327476902,0.0527521643920998,0.00742234523299956,0.1124935566503,-0.296960333153899,0.5204199334816,-0.222133161686799,0.1745310010288,0.403960751846899,0.331330243615,-0.3067913923501,0.6768109004056,-0.463355571100401,-0.241089193618299,1.4323192652577,0.254978054590401,-0.347230706903799,-0.238338364973
"EIPR1",0.542812164595111,0.4803355093752,0.0237032922228,NA,0.3648075660189,NA,-0.0973072106892001,NA,-0.31068848887568,-0.0847040150817993,NA,0.6314106377027,-0.135914840880101,NA,-0.1576593453795,0.50097918707465,0.112012495593801,NA,NA,NA,0.4211301432877,-0.848425593916911,-0.3490336268669,NA,-0.1453191077717,NA,-0.260582004582099,NA,1.02486518986423,0.925383884997311,0.51729924216794,NA,-0.239727594110999,0.75838562460976,-0.4843568653289,NA,0.4772055199623,NA,0.09466825116764,-0.292027734548199,0.363809519893579,-0.607463053157929,NA,-0.51132886066352,-0.00971306797942972,0.98385921000598
